-1.0792,  0.9969,  1.6501,  0.9969,  0.9969,  0.9969,  0.9969,  0.9969
-1.1423,  0.9898,  1.7136,  0.9898,  0.9898,  0.9898,  0.9898,  0.9898
-1.2048,  0.9788,  1.7771,  0.9788,  0.9788,  0.9788,  0.9788,  0.9788
-1.2665,  0.9638,  1.8405,  0.9638,  0.9638,  0.9638,  0.9638,  0.9638
-1.3271,  0.9450,  1.9040,  0.9450,  0.9450,  0.9450,  0.9450,  0.9450
-1.3863,  0.9224,  1.9675,  0.9224,  0.9224,  0.9224,  0.9224,  0.9224
-1.4441,  0.8960,  2.0309,  0.8960,  0.8960,  0.8960,  0.8960,  0.8960
-1.5000,  0.8660,  2.0944,  0.8660,  0.8660,  0.8660,  0.8660,  0.8660
-1.5539,  0.8326,  2.1579,  0.8326,  0.8326,  0.8326,  0.8326,  0.8326
-1.6056,  0.7958,  2.2213,  0.7958,  0.7958,  0.7958,  0.7958,  0.7958
-1.6549,  0.7557,  2.2848,  0.7557,  0.7557,  0.7557,  0.7557,  0.7557
-1.7015,  0.7127,  2.3483,  0.7127,  0.7127,  0.7127,  0.7127,  0.7127
-1.7453,  0.6668,  2.4117,  0.6668,  0.6668,  0.6668,  0.6668,  0.6668
-1.7861,  0.6182,  2.4752,  0.6182,  0.6182,  0.6182,  0.6182,  0.6182
-1.8237,  0.5671,  2.5387,  0.5671,  0.5671,  0.5671,  0.5671,  0.5671
-1.8580,  0.5137,  2.6021,  0.5137,  0.5137,  0.5137,  0.5137,  0.5137
-1.8888,  0.4582,  2.6656,  0.4582,  0.4582,  0.4582,  0.4582,  0.4582
-1.9161,  0.4009,  2.7291,  0.4009,  0.4009,  0.4009,  0.4009,  0.4009
-1.9397,  0.3420,  2.7925,  0.3420,  0.3420,  0.3420,  0.3420,  0.3420
-1.9595,  0.2817,  2.8560,  0.2817,  0.2817,  0.2817,  0.2817,  0.2817
-1.9754,  0.2203,  2.9195,  0.2203,  0.2203,  0.2203,  0.2203,  0.2203
-1.9874,  0.1580,  2.9829,  0.1580,  0.1580,  0.1580,  0.1580,  0.1580
-1.9955,  0.0951,  3.0464,  0.0951,  0.0951,  0.0951,  0.0951,  0.0951
-1.9995,  0.0317,  3.1099,  0.0317,  0.0317,  0.0317,  0.0317,  0.0317
-1.9995, -0.0317,  3.1733, -0.0317, -0.0317, -0.0317, -0.0317, -0.0317
-1.9955, -0.0951,  3.2368, -0.0951, -0.0951, -0.0951, -0.0951, -0.0951
-1.9874, -0.1580,  3.3003, -0.1580, -0.1580, -0.1580, -0.1580, -0.1580
-1.9754, -0.2203,  3.3637, -0.2203, -0.2203, -0.2203, -0.2203, -0.2203
-1.9595, -0.2817,  3.4272, -0.2817, -0.2817, -0.2817, -0.2817, -0.2817
-1.9397, -0.3420,  3.4907, -0.3420, -0.3420, -0.3420, -0.3420, -0.3420
-1.9161, -0.4009,  3.5541, -0.4009, -0.4009, -0.4009, -0.4009, -0.4009
-1.8888, -0.4582,  3.6176, -0.4582, -0.4582, -0.4582, -0.4582, -0.4582
-1.8580, -0.5137,  3.6811, -0.5137, -0.5137, -0.5137, -0.5137, -0.5137
-1.8237, -0.5671,  3.7445, -0.5671, -0.5671, -0.5671, -0.5671, -0.5671
-1.7861, -0.6182,  3.8080, -0.6182, -0.6182, -0.6182, -0.6182, -0.6182
-1.7453, -0.6668,  3.8715, -0.6668, -0.6668, -0.6668, -0.6668, -0.6668
-1.7015, -0.7127,  3.9349, -0.7127, -0.7127, -0.7127, -0.7127, -0.7127
-1.6549, -0.7557,  3.9984, -0.7557, -0.7557, -0.7557, -0.7557, -0.7557
-1.6056, -0.7958,  4.0619, -0.7958, -0.7958, -0.7958, -0.7958, -0.7958
-1.5539, -0.8326,  4.1253, -0.8326, -0.8326, -0.8326, -0.8326, -0.8326
-1.5000, -0.8660,  4.1888, -0.8660, -0.8660, -0.8660, -0.8660, -0.8660
-1.4441, -0.8960,  4.2523, -0.8960, -0.8960, -0.8960, -0.8960, -0.8960
-1.3863, -0.9224,  4.3157, -0.9224, -0.9224, -0.9224, -0.9224, -0.9224
-1.3271, -0.9450,  4.3792, -0.9450, -0.9450, -0.9450, -0.9450, -0.9450
-1.2665, -0.9638,  4.4427, -0.9638, -0.9638, -0.9638, -0.9638, -0.9638
-1.2048, -0.9788,  4.5061, -0.9788, -0.9788, -0.9788, -0.9788, -0.9788
-1.1423, -0.9898,  4.5696, -0.9898, -0.9898, -0.9898, -0.9898, -0.9898
-1.0793, -0.9969,  4.6331, -0.9969, -0.9969, -0.9969, -0.9969, -0.9969
-1.0159, -0.9999,  4.6965, -0.9999, -0.9999, -0.9999, -0.9999, -0.9999
-0.9524, -0.9989,  4.7600, -0.9989, -0.9989, -0.9989, -0.9989, -0.9989
-0.8892, -0.9938,  4.8235, -0.9938, -0.9938, -0.9938, -0.9938, -0.9938
-0.8264, -0.9848,  4.8869, -0.9848, -0.9848, -0.9848, -0.9848, -0.9848
-0.7642, -0.9718,  4.9504, -0.9718, -0.9718, -0.9718, -0.9718, -0.9718
-0.7031, -0.9549,  5.0139, -0.9549, -0.9549, -0.9549, -0.9549, -0.9549
-0.6431, -0.9341,  5.0773, -0.9341, -0.9341, -0.9341, -0.9341, -0.9341
-0.5846, -0.9096,  5.1408, -0.9096, -0.9096, -0.9096, -0.9096, -0.9096
-0.5277, -0.8815,  5.2043, -0.8815, -0.8815, -0.8815, -0.8815, -0.8815
-0.4728, -0.8497,  5.2677, -0.8497, -0.8497, -0.8497, -0.8497, -0.8497
-0.4199, -0.8146,  5.3312, -0.8146, -0.8146, -0.8146, -0.8146, -0.8146
-0.3694, -0.7761,  5.3947, -0.7761, -0.7761, -0.7761, -0.7761, -0.7761
-0.3215, -0.7346,  5.4581, -0.7346, -0.7346, -0.7346, -0.7346, -0.7346
-0.2763, -0.6901,  5.5216, -0.6901, -0.6901, -0.6901, -0.6901, -0.6901
-0.2340, -0.6428,  5.5851, -0.6428, -0.6428, -0.6428, -0.6428, -0.6428
-0.1947, -0.5929,  5.6485, -0.5929, -0.5929, -0.5929, -0.5929, -0.5929
-0.1587, -0.5406,  5.7120, -0.5406, -0.5406, -0.5406, -0.5406, -0.5406
-0.1262, -0.4862,  5.7755, -0.4862, -0.4862, -0.4862, -0.4862, -0.4862
-0.0971, -0.4298,  5.8389, -0.4298, -0.4298, -0.4298, -0.4298, -0.4298
-0.0716, -0.3717,  5.9024, -0.3717, -0.3717, -0.3717, -0.3717, -0.3717
-0.0499, -0.3120,  5.9659, -0.3120, -0.3120, -0.3120, -0.3120, -0.3120
-0.0321, -0.2511,  6.0293, -0.2511, -0.2511, -0.2511, -0.2511, -0.2511
-0.0181, -0.1893,  6.0928, -0.1893, -0.1893, -0.1893, -0.1893, -0.1893
-0.0080, -0.1266,  6.1563, -0.1266, -0.1266, -0.1266, -0.1266, -0.1266
-0.0020, -0.0634,  6.2197, -0.0634, -0.0634, -0.0634, -0.0634, -0.0634
-0.0000, -0.0000,  6.2832, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000
